60000.0,60000.24290110488,60000.48579806304,60000.72869087448,60000.971579539204,60001.214464057215,60001.45734442852,60001.70022065312,60001.943092731,60002.18596066219
45000.0,45000.181627708975,45000.36325130843,45000.54487079836,45000.72648617877,45000.90809744967,45001.08970461105,45001.27130766292,45001.45290660528,45001.63450143813
75000.0,75000.30454324537,75000.60908230647,75000.91361718331,75001.21814787589,75001.5226743842,75001.82719670827,75002.13171484807,75002.43622880364,75002.74073857495
150000.0,150000.61836321134,150001.23672204532,150001.85507650193,150002.47342658121,150003.09177228317,150003.71011360778,150004.32845055507,150004.946783125,150005.5651113176
200000.0,200000.8328681444,200001.66573177764,200002.4985908997,200003.3314455106,200004.1642956103,200004.99714119884,200005.82998227622,200006.66281884242,200007.4956508975
250000.0,250001.0517060087,250002.10340736818,250003.15510407838,250004.20679613933,250005.25848355106,250006.31016631357,250007.36184442684,250008.41351789085,250009.46518670564
400000.0,400001.7350971882,400003.4701892861,400005.2052762938,400006.94035821117,400008.6754350383,400010.41050677514,400012.1455734218,400013.8806349781,400015.61569144425
450000.0,450001.9721547766,450003.94430430664,450005.9164485899,450007.88858762645,450009.86072141636,450011.8328499596,450013.80497325613,450015.77709130605,450017.74920410925
500000.0,500002.21399729594,500004.42798918387,500006.6419756637,500008.8559567355,500011.0699323992,500013.2839026549,500015.4978675025,500017.7118269421,500019.92578097363
475000.0,475002.09247200744,475004.1849386882,475006.2774000421,475008.36985606933,475010.4623067698,475012.55475214357,475014.6471921906,475016.7396269108,475018.8320563044
