200000.0,200000.0003600056,200000.00072000935,200000.00108001134,200000.00144001152,200000.0018000099,200000.00216000646,200000.00252000126,200000.00287999425,200000.0032399854
250000.0,250000.00045000922,250000.00090001666,250000.00135002227,250000.0018000261,250000.00225002813,250000.00270002836,250000.00315002678,250000.0036000234,250000.0040500182
150000.0,150000.00027000275,150000.0005400037,150000.00081000282,150000.0010800002,150000.00134999573,150000.00161998946,150000.00188998142,150000.00215997157,150000.0024299599
125000.0,125000.00022500163,125000.00045000146,125000.0006749995,125000.00089999572,125000.00112499016,125000.00134998279,125000.00157497362,125000.00179996264,125000.00202494988
177000.0,177000.00031860417,177000.00063720654,177000.00095580713,177000.0012744059,177000.00159300287,177000.00191159805,177000.00223019143,177000.002548783,177000.00286737276
271500.0,271500.00048871106,271500.0009774203,271500.00146612775,271500.00195483334,271500.00244353723,271500.00293223927,271500.0034209395,271500.0039096379,271500.0043983346
321600.0,321600.00057889585,321600.0011577899,321600.00173668214,321600.00231557264,321600.0028944613,321600.0034733481,321600.0040522332,321600.00463111646,321600.0052099979
350000.0,350000.00063001894,350000.0012600361,350000.0018900514,350000.002520065,350000.0031500767,350000.00378008664,350000.0044100948,350000.0050401012,350000.0056701057
300000.0,300000.00054001366,300000.00108002557,300000.0016200356,300000.0021600439,300000.0027000504,300000.00324005506,300000.00378005794,300000.00432005903,300000.0048600583
325000.0,325000.0005850162,325000.0011700306,325000.0017550432,325000.002340054,325000.0029250631,325000.00351007027,325000.00409507565,325000.0046800793,325000.0052650811
