300000.0,300000.0180161796,300000.0360322991,300000.05404835846,300000.0720643576,300000.0900802966,300000.1080961754,300000.1261119941,300000.14412775263,300000.1621434509
50000.0,50000.00300042003,50000.006000780035,50000.00900108001,50000.01200131996,50000.01500149989,50000.018001619785,50000.021001679655,50000.02400167949,50000.02700161931
100000.0,100000.00600177034,100000.01200348062,100000.01800513084,100000.02400672101,100000.03000825112,100000.03600972118,100000.0420111312,100000.04801248116,100000.05401377105
150000.0,150000.00900402118,150000.01800798226,150000.02701188327,150000.0360157242,150000.04501950505,150000.05402322582,150000.06302688652,150000.07203048712,150000.08103402765
250000.0,250000.01501122557,250000.03002239097,250000.04503349628,250000.06004454143,250000.07505552645,250000.09006645132,250000.10507731608,250000.1200881207,250000.13509886517
300000.0,300000.0180161796,300000.0360322991,300000.05404835846,300000.0720643576,300000.0900802966,300000.1080961754,300000.1261119941,300000.14412775263,300000.1621434509
350000.0,350000.02102203533,350000.0420440105,350000.0630659255,350000.08408778027,350000.10510957486,350000.12613130925,350000.14715298347,350000.1681745975,350000.18919615133
400000.0,400000.0240287929,400000.04805752565,400000.0720861982,400000.0961148105,400000.12014336255,400000.1441718544,400000.16820028605,400000.1922286575,400000.21625696874
375000.0,375000.0225253014,375000.04505054257,375000.0675757236,375000.09010084433,375000.11262590496,375000.1351509053,375000.1576758455,375000.18020072544,375000.2027255452
325000.0,325000.0195189948,325000.0390379294,325000.0585568038,325000.0780756181,325000.0975943721,325000.117113066,325000.13663169974,325000.1561502733,325000.1756687867
